Scrape Date,Job Title,Location,Category,Requisition,Posting Date,Description,Job Link,Scrape Time
2025-03-13,(RN) New Grad Registered Nurse-JMC 5 Med/Onc PCU,San Diego Health System,Category: Nursing,Requisition: 134852,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134852,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-JMC 6 BMT PCU,San Diego Health System,Category: Nursing,Requisition: 134853,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134853,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-Neuro ICU,San Diego Health System,Category: Nursing,Requisition: 134854,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134854,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-Postpartum,San Diego Health System,Category: Nursing,Requisition: 134846,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134846,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-SBH and Psych,San Diego Health System,Category: Nursing,Requisition: 134860,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134860,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-Surgical ICU,San Diego Health System,Category: Nursing,Requisition: 134857,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134857,13:40:56
2025-03-13,(RN) New Grad Registered Nurse-Thornton Med/Surg,San Diego Health System,Category: Nursing,Requisition: 134859,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134859,13:40:56
2025-03-13,(RN) New Grad RN-EC Telemetry,San Diego Health System,Category: Nursing,Requisition: 134861,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134861,13:40:56
2025-03-13,(RN) New Grad RN-HC Inpatient Transition,San Diego Health System,Category: Nursing,Requisition: 134858,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134858,13:40:56
2025-03-13,(RN) New Grad RN-JMC 3GH Med/Surg/Onc ICU,San Diego Health System,Category: Nursing,Requisition: 134850,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134850,13:40:56
2025-03-13,Academic Personnel Analyst (7715U) #76953,Berkeley,Category: Human Resources,Requisition: 76953,Posting Date: 3/12/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76953&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Administrative Specialist,Irvine,Category: General Administration,Requisition: 2025-98326,Posting Date: 3/12/2025,Under the general supervision of the Director of the Cross-Cultural Center (CCC) the Administrative Specialist acts as the executive assistant to the Director. The incumbent provides the Director with budgetary management support and coordinates the development and organizational analysis of all leadership and diversity programs and initiatives ...,https://careers-uci.icims.com/jobs/98326/job,13:40:56
2025-03-13,Anesthesia Technician 1,Davis Health System,Category: Clinical Health Services,Requisition: 76946,Posting Date: 3/12/2025,"CA-CC LI-CC1Anesthesia technicians, certified anesthesia technicians and certified anesthesia equipment and supplies required for the administration of anesthesia. In this role, they contribute to safe efficient and cost-effective anesthesia care. Anesthesia technicians and technologists provide support in anesthesia for routine and complex ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76946&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Animal Care Supervisor,Irvine,Category: Clinical Laboratory Services,Requisition: 2025-98364,Posting Date: 3/12/2025,"This position is responsible for overseeing the daily operations of research animal facilities, ensuring proper husbandry and cage wash procedures while ensuring compliance with university, departmental, and governmental regulations. They manage the work schedule for staff, support the achievement of unit goals, and provide technical ...",https://careers-uci.icims.com/jobs/98364/job,13:40:56
2025-03-13,AP Analyst-Supply Chain,San Diego Health System,Category: Finance,Requisition: 134870,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134870,13:40:56
2025-03-13,Assistant Case Coordinator,Irvine,Category: Audit Compliance and Ethics,Requisition: 2025-98262,Posting Date: 3/12/2025,"Maintaining strict confidentiality with case information, primarily responsible for the update and maintenance of the office case management system, which tracks all complaints of discrimination, sexual harassment, and sex offenses reported to the Office of Equal Opportunity and Diversity. Enters new complaints into the case management system ...",https://careers-uci.icims.com/jobs/98262/job,13:40:56
2025-03-13,Assistant Nurse Manager,Davis Health System,Category: Nursing,Requisition: 76601,Posting Date: 3/12/2025,"Assistant Nurse Managers are registered nurses who are responsible for the operation of the nursing unit over a specific time period. The Assistant Nurse Manager must have a strong foundation of clinical knowledge and skills on which to base judgments and make decisions, organizing abilities to direct nursing tasks and operations, and ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76601&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Behavioral Management Services Associate (SRA 2 NEX),Davis,Category: Clinical Laboratory Services,Requisition: 76876,Posting Date: 3/12/2025,"Under general direction of Program Supervisor, perform and coordinate, a full range of behavioral and psychological welfare assessments and service support to Principal Investigators (PIs), Colony Management and Primate Medicine, focusing on social management of primate social groups. Additional responsibilities involve conducting systematic ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76876&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Bruin Woods Youth Supervisor,Los Angeles,Category: Sports and Recreation,Requisition: 2025-7222,Posting Date: 3/12/2025,"Under the direction of the Associate Director of Recreation and with a dotted line reporting to the Bruin Woods Program Director, the Bruin Woods Staff Supervisor is responsible for supporting the department in recruiting, vetting, hiring, training, and supervising staff who work with both youth and adults in Bruin Woods, Holiday Family, and ...",https://jobs.ucla.edu/jobs/7222,13:40:56
2025-03-13,Business/Tech Support Analyst 2 - Client Services - FT - Day,Irvine Healthcare,Category: Information Technology,Requisition: 2025-98361,Posting Date: 3/12/2025,"Position Summary: Incumbent provides support for the organization's desktop computing environment, including installing, diagnosing, repairing, maintaining, and upgrading all PC hardware and equipment to ensure optimal workstation performance. Incumbent also troubleshoots problem areas (in person, remotely with support tools, by telephone, or via ...",https://careers-uci.icims.com/jobs/98361/job,13:40:56
2025-03-13,Business Systems Analyst (BUS SYS ANL 2),Davis,Category: Information Technology,Requisition: 76926,Posting Date: 3/12/2025,"CA-PSUnder the general direction of the HR Applications System Administration/Operations Lead, this position is responsible for Tier 1 and Tier 2 systems support for multiple applications that support the HR Department and UC Davis community across campus and Health. This position requires excellent customer service, communication and analytical ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76926&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Center Manager,Los Angeles,Category: General Administration,Requisition: 2025-7207,Posting Date: 3/12/2025,"Under the general direction of the Director of the Program on Philanthropy, the Program Manager's responsibilities will include: maintaining the Program's budget by developing and tracking programmatic and event-specific budgets; managing the staffing needs of the Program, including hiring, training and coordinating daily workflow; overseeing the ...",https://jobs.ucla.edu/jobs/7207,13:40:56
2025-03-13,Central Sterile Technician I - Sterile Processing - FT Variable,Irvine Healthcare,Category: Clinical Support Services,Requisition: 2025-98310,Posting Date: 3/12/2025,"Position Summary: The Central Sterile Tech is responsible for the decontamination, cleaning, processing, and sterilization of supplies and equipment dispensed by the department throughout the hospital and outlying clinics. Participates on special projects and departmental and medical center-wide performance improvement projects as requested.",https://careers-uci.icims.com/jobs/98310/job,13:40:56
2025-03-13,Clinical Histocompatibility Scientist (CHS) Trainee,San Francisco,Category: Student Services,Requisition: 84352BR,Posting Date: 3/12/2025,"This is a training position. The Trainee will be enrolled in a state-approved training program for the Clinical Histocompatibility Scientist (CHS). (https://www.cdph.ca.gov/Programs/OSPHLD/LFS/Pages/Approved-CLS-Training-School-Programs.aspx)While enrolled in the program, incumbent will be trained to perform: HLA typing by serological and ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643871,13:40:56
2025-03-13,Clinical Research Coordinator - Radiation Oncology department,San Francisco,Category: Clinical Laboratory Services,Requisition: 84353BR,Posting Date: 3/12/2025,"The Clinical Research Coordinator (CRC) will perform independently or with general direction at the fully operational journey level of the series to execute, manage, and coordinate research protocols, as directed by the Clinical Research Manager and/or Principal Investigator (PI); may coordinate the data collection and operations of several ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643873,13:40:56
2025-03-13,Clinical Research Coordinator II,San Diego Health System,Category: Clinical Laboratory Services,Requisition: 134883,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134883,13:40:56
2025-03-13,Communications Strategist,Los Angeles,Category: Communications,Requisition: 2025-7228,Posting Date: 3/12/2025,"The Center for Immigration Law and Policy at UCLA School of Law is a new, dynamic organization seeking a Communications Strategist to direct our external and internal program communications, manage our program outreach and events and amplify our work through timely and strategic communications. The Center generates innovative ideas at the ...",https://jobs.ucla.edu/jobs/7228,13:40:56
2025-03-13,Community Nutrition Educator,Agriculture and Natural Resources,Category: Instructional Services,Requisition: 76937,Posting Date: 3/12/2025,Department Summary:Community Nutrition and Health at UC ANR is a statewide network of researchers and educators promoting healthy and equitable communities for all Californians. Our shared goal is to co-create public education and partner training programming to advance community health across California. We collaborate with local organizations ...,https://careerspub.universityofcalifornia.edu/psc/ucanr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76937&PostingSeq=1&SiteId=17&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Contracts and Grant Analyst,Irvine,,Requisition: 2025-98357,Posting Date: 3/12/2025,"Under the direction of the Chief Administrative Officer, the incumbent is responsible for the financial management of assigned federal and private contracts and grants as well as other extramural funds, private gifts/grants, opportunity funds, Chancellor’s funds, training grants and set-up funds that support various research and instructional ...",https://careers-uci.icims.com/jobs/98357/job,13:40:56
2025-03-13,CORE Clinician,Los Angeles,,Requisition: 2025-7223,Posting Date: 3/12/2025,"The Core Clinician position is essential to the Bruin Mobile Compassionate Response (CORE) Team, which provides mobile mental health crisis intervention for students in distress within the UCLA campus community. This role requires advanced expertise in counseling theories to conduct onsite clinical consultations, risk assessments, and crisis ...",https://jobs.ucla.edu/jobs/7223,13:40:56
2025-03-13,"CT Tech, East Campus",San Diego Health System,Category: Clinical Health Services,Requisition: 134802,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134802,13:40:56
2025-03-13,CT Tech - Per Diem - East Campus,San Diego Health System,Category: Clinical Health Services,Requisition: 134867,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134867,13:40:56
2025-03-13,Diet Office Dietitian Supervisor,Davis Health System,Category: Clinical Support Services,Requisition: 76919,Posting Date: 3/12/2025,"This position is assigned full professional and administrative responsibility for the Diet Office, Dietetic Assistants, Diet Kitchen, and Expressed Breast Milk Program. The position will oversee the daily functions and overall maintenance of Hospitality Suites Computrition, including all software updates and managing the integrity of data for food ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76919&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,"Director, Career Services (4517U) #76984 Haas School of Business",Berkeley,Category: Student Services,Requisition: 76984,Posting Date: 3/12/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76984&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,ECG Technician,San Francisco Medical Center,Category: Clinical Laboratory Services,Requisition: 84358BR,Posting Date: 3/12/2025,The Hospital Lab Technician works closely with the ECG Lab staff in the accomplishment of the Adult ECG/Cardiac Stress Laboratory objectives. Edits ECGs for clerical correctness and maintains familiarity of the GE MUSE archive system. Performs and downloads 12-lead ECG's using the currently available UCSF standard ECG machine. When working at the ...,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643907,13:40:56
2025-03-13,Electrical Project Director,Lawrence Berkeley National Lab,Category: Facilities and Environment Health,Requisition: 103856,Posting Date: 3/12/2025,"Berkeley Lab is hiring a Project Director for the Projects and Infrastructure Modernization Division (PIMD). This role involves managing complex construction projects from concept through completion, including planning, engineering, procurement, construction, and close-out. Responsibilities include overseeing other project managers, resolving ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103856,13:40:56
2025-03-13,EVS Custodian,San Diego Health System,Category: Custodial Services,Requisition: 134873,Posting Date: 3/12/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134873,13:40:56
2025-03-13,"Executive Assistant 3 (7384U), Office of the Chancellor - #76808",Berkeley,Category: General Administration,Requisition: 76808,Posting Date: 3/12/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76808&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,FOOD SVC WORKER LD - MED CTR,Davis Health System,Category: Food Services,Requisition: 71208,Posting Date: 3/12/2025,"48XAdminsupportThe Lead Food Service Worker provides direction, training, and task assignment to the staff in the work area assigned. The lead position provides a working example to staff as well as direction for policy and procedures, customer service, area-specific work job functions and performance expectations. The lead may work in one of the ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=71208&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,General OBGYN Staff Physician,Irvine,Category: Physician,Requisition: 2024-88538,Posting Date: 3/12/2025,"Must possess the skill, knowledge and ability essential to the successful performance of assigned duties.Ability to establish and maintain effective working relationships.Conceptually understands electronic medical records.Ability to delegate and empower staff and build strong employee morale.Ability to maintain a work pace appropriate to the ...",https://careers-uci.icims.com/jobs/88538/job,13:40:56
2025-03-13,Hardware Systems Engineer,Lawrence Berkeley National Lab,,Requisition: 103291,Posting Date: 3/12/2025,"The Berkeley Lab's Engineering Division is hiring a Systems Engineer to support the design, development, analysis, and maintenance of systems and infrastructure for scientific research. This mid-level role bridges the gap between cutting-edge research and practical engineering solutions, ensuring the mechanical systems needed for both basic and ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103291,13:40:56
2025-03-13,"Head, Acquisitions and Licensing Unit (LIBRARY SUPV 2)",Davis,Category: Library Services,Requisition: 76951,Posting Date: 3/12/2025,"Under supervision of the Acquisitions Librarian, manages and supervises the Acquisitions and Licensing Unit of the UC Davis Library, responsible for ordering, receiving and invoice preparation for material in physical and electronic formats, including, but not limited to monographs, serials, media, maps and government information. Activities ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76951&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,High Acuity Specialist Counselor (9558C) University Health Services #76802,Berkeley,Category: Counseling and Psychology,Requisition: 76802,Posting Date: 3/12/2025,"At the University of California, Berkeley, we are committed to creating a community that fosters equity of experience and opportunity, and ensures that students, faculty, and staff of all backgrounds feel safe, welcome and included. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.The ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76802&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Hospital Assistant II,San Francisco Medical Center,Category: Support Services,Requisition: 83899BR,Posting Date: 3/12/2025,"Under supervision of the Admin Supervisor, guided by policies and procedures of the Ambulatory Services, and in collaboration with the Clinical Nursing Staff, the Hospital Assistant II assists in the delivery of care to patients in the Osher Center for Integrative Health ambulatory group practices. Work includes a variety of personal care and ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3638948,13:40:56
2025-03-13,Hospital____Assistant I - Patient Lift & Transport - FT Day Shift,Irvine Healthcare,Category: Support Services,Requisition: 2025-98140,Posting Date: 3/12/2025,"Position Summary: Responsible for supporting the patient care functions in the Post Anesthesia Care Unit, (PACU). Specific duties include but are not limited to: the stocking, cleaning, and set-up of patient care rooms (bays), maintaining appropriate inventory levels, and assuring that equipment is available and in good condition when needed ...",https://careers-uci.icims.com/jobs/98140/job,13:40:56
2025-03-13,Inpatient Psychiatric Registered Nurse,San Francisco Medical Center,Category: Nursing,Requisition: 84357BR,Posting Date: 3/12/2025,"Nursing Staff provides direct nursing care to adult and geriatric patients presenting with the full spectrum of psychiatric diagnosis admitted to the Langley Porter Psychiatric Hospital, inpatient unit. Under general supervision of the assigned charge nurse, nursing supervisor and nurse manager, the psychiatric RN performs nursing assessments ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643885,13:40:56
2025-03-13,Instructional Designer (6148U) #76847,Berkeley,Category: Instructional Services,Requisition: 76847,Posting Date: 3/12/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76847&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,K to 14 Academic Preparation Specialist 2,Los Angeles,Category: Student Services,Requisition: 2025-7209,Posting Date: 3/12/2025,"Under the general supervision of the Early Academic Outreach Program (EAOP) Assistant/Associate Director, the Site Coordinator is responsible for working independently and in conjunction with program staff to implement components of UCLA EAOP (a pre-collegiate academic preparation program for economically and educationally disadvantaged students ...",https://jobs.ucla.edu/jobs/7209,13:40:56
2025-03-13,Lab Assistant 2,Santa Barbara,Category: Clinical Laboratory Services,Requisition: 76922,Posting Date: 3/12/2025,Payroll Title: LAB AST 2Job Code: 9603Job Open Date:3/12/25Application Review Begins:3/27/25Department Code (Name): CBER (CTR BIO ECOLOGICAL RESTORATION)Percentage of Time: 100Union Code (Name):TX Technical ProfessionalsEmployee Class (Appointment Type): Staff - CareerFLSA Status:Non-ExemptClassified Indicator Description (Personnel ...,https://careerspub.universityofcalifornia.edu/psc/ucsb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76922&PostingSeq=1&SiteId=31&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Lignin Catalysis Engineering Associate,Lawrence Berkeley National Lab,Category: Clinical Laboratory Services,Requisition: 103840,Posting Date: 3/12/2025,Berkeley Lab’s (LBNL) Biological Systems and Engineering (BSE) Division has an opening for a Lignin Catalysis Engineering Associate to contribute to groundbreaking research in sustainable energy solutions by developing and optimizing catalytic processes for lignin valorization. This role will support research efforts,https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103840,13:40:56
2025-03-13,Logistics Manager,Lawrence Berkeley National Lab,,Requisition: 103859,Posting Date: 3/12/2025,Lawrence Berkeley National Laboratory’s (LBNL) Advanced Light Source (,https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103859,13:40:56
2025-03-13,NICU & PICU Float RN (CLIN NURSE 2),Davis Health System,Category: Nursing,Requisition: 76628,Posting Date: 3/12/2025,"48xnursingThe CN identifies and implements nursing interventions and evaluates results for a wide variety of patient populations, directs and acts as resource to other members of the nursing team as assigned and promotes compliance and support for policies. The primary responsibilities for this position consist of providing total, comprehensive ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76628&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,NICU & PICU SOS RN (CLIN NURSE 2),Davis Health System,Category: Nursing,Requisition: 76840,Posting Date: 3/12/2025,"48XNURSINGThe CN identifies and implements nursing interventions and evaluates results for a wide variety of patient populations, directs and acts as resource to other members of the nursing team as assigned and promotes compliance and support for policies. The primary responsibilities for this position consist of providing total, comprehensive ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76840&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Operations & Events Coordinator,Los Angeles,Category: Event Services,Requisition: 2025-7205,Posting Date: 3/12/2025,"Under the general direction of the Management Services Officer (MSO), provide departmental support on all finance, personnel, and administrative matters. Responsible for all phases of Purchasing, Accounts Payable orders, travel and entertainment requests. Serve as UCPath initiator for various employee classes, including staff, academic student ...",https://jobs.ucla.edu/jobs/7205,13:40:56
2025-03-13,Optometry Services Manager,Los Angeles,Category: Ambulatory Care Clinics,Requisition: 2025-7230,Posting Date: 3/12/2025,"The mission of The Arthur Ashe Student Health and Wellness Center (The Ashe Center) is to support UCLA students in the successful attainment of their educational goals through the personalized delivery of accessible, high-quality health and wellness services, rendered with kindness and competence, by diligent, dedicated professionals. Our ...",https://jobs.ucla.edu/jobs/7230,13:40:56
