scraped_date,title,department,location,job_id,url,scraped_time
2025-03-11,Surgical Tech,Labor And Delivery Services,"Los Angeles, CA",78536707696,https://www.commonspirit.careers/job/los-angeles/surgical-tech/35300/78536707696,11:40:32
2025-03-11,Unit Coordinator II / Unit Tech,Medical Acute,"Mount Shasta, CA",77754807184,https://www.commonspirit.careers/job/mount-shasta/unit-coordinator-ii-unit-tech/35300/77754807184,11:40:32
2025-03-11,Executive Director Clinic Operations,Clinic Administration,"Folsom, CA",76693934672,https://www.commonspirit.careers/job/folsom/executive-director-clinic-operations/35300/76693934672,11:40:32
2025-03-11,Endoscopy Tech Certified,Endoscopy,"Stockton, CA",75844919696,https://www.commonspirit.careers/job/stockton/endoscopy-tech-certified/35300/75844919696,11:40:32
2025-03-11,RN Interventional Radiology,Interventional Radiology,"Long Beach, CA",75353340288,https://www.commonspirit.careers/job/long-beach/rn-interventional-radiology/35300/75353340288,11:40:32
2025-03-11,Quality Patient Safety Program Manager Licensed,Quality Management,"Santa Cruz, CA",74486439280,https://www.commonspirit.careers/job/santa-cruz/quality-patient-safety-program-manager-licensed/35300/74486439280,11:40:32
2025-03-11,Community Health Worker,Adult Day Care Center,"Grass Valley, CA",73610784832,https://www.commonspirit.careers/job/grass-valley/community-health-worker/35300/73610784832,11:40:32
2025-03-11,RN Telemetry,Telemetry,"Long Beach, CA",72415545280,https://www.commonspirit.careers/job/long-beach/rn-telemetry/35300/72415545280,11:40:32
2025-03-11,Nurse Manager Care Coordination,Care Management,"Bakersfield, CA",71810713728,https://www.commonspirit.careers/job/bakersfield/nurse-manager-care-coordination/35300/71810713728,11:40:32
2025-03-11,Chaplain,Chaplaincy Services & Pastoral Care,"San Bernardino, CA",71731932640,https://www.commonspirit.careers/job/san-bernardino/chaplain/35300/71731932640,11:40:32
2025-03-11,Cath Lab Nurse,Cath Lab,"Sacramento, CA",62302064736,https://www.commonspirit.careers/job/sacramento/cath-lab-nurse/35300/62302064736,11:40:32
2025-03-11,Patient Registration Rep,Outpatient Registration,"Northridge, CA",78531785648,https://www.commonspirit.careers/job/northridge/patient-registration-rep/35300/78531785648,11:40:33
2025-03-11,Patient Registration Rep,Outpatient Registration,"Northridge, CA",78531785600,https://www.commonspirit.careers/job/northridge/patient-registration-rep/35300/78531785600,11:40:34
2025-03-11,Transporter,Patient Transportation,"Merced, CA",78531781312,https://www.commonspirit.careers/job/merced/transporter/35300/78531781312,11:40:34
2025-03-11,RN,Medical / Surgical Acute - 6th Floor,"Merced, CA",78531781248,https://www.commonspirit.careers/job/merced/rn/35300/78531781248,11:40:34
2025-03-11,Paramedic,Medical Transportation Services,"Redding, CA",78531781200,https://www.commonspirit.careers/job/redding/paramedic/35300/78531781200,11:40:34
2025-03-11,RN Medical Surgical Acute 2,Medical / Surgical Acute,"Northridge, CA",78531781152,https://www.commonspirit.careers/job/northridge/rn-medical-surgical-acute-2/35300/78531781152,11:40:34
2025-03-11,Nursing Assistant Certified Physical Rehab,Physical Rehabilitation Care,"Northridge, CA",78531781088,https://www.commonspirit.careers/job/northridge/nursing-assistant-certified-physical-rehab/35300/78531781088,11:40:34
2025-03-11,SURGICAL TECHNICIAN,General Surgery,"Northridge, CA",78531781040,https://www.commonspirit.careers/job/northridge/surgical-technician/35300/78531781040,11:40:34
2025-03-11,Nursing Assistant,Nursing Float Personnel,"Bakersfield, CA",78531779792,https://www.commonspirit.careers/job/bakersfield/nursing-assistant/35300/78531779792,11:40:34
2025-03-11,Monitor Tech,Nursing Float Personnel,"Bakersfield, CA",78531779744,https://www.commonspirit.careers/job/bakersfield/monitor-tech/35300/78531779744,11:40:35
2025-03-11,RN Medical Surgical,Medical / Surgical Acute,"Long Beach, CA",78531777344,https://www.commonspirit.careers/job/long-beach/rn-medical-surgical/35300/78531777344,11:40:35
2025-03-11,President California Hospital Medical Center,Administration,"Los Angeles, CA",78531765216,https://www.commonspirit.careers/job/los-angeles/president-california-hospital-medical-center/35300/78531765216,11:40:35
2025-03-11,RN,Medical / Surgical Acute - 6th Floor,"Merced, CA",77665164896,https://www.commonspirit.careers/job/merced/rn/35300/77665164896,11:40:35
2025-03-11,Nursing Assistant,Medical / Surgical Acute - 5th Floor,"Bakersfield, CA",77931023280,https://www.commonspirit.careers/job/bakersfield/nursing-assistant/35300/77931023280,11:40:35
2025-03-11,RN,Medical / Surgical / Telemetry,"San Bernardino, CA",76919229616,https://www.commonspirit.careers/job/san-bernardino/rn/35300/76919229616,11:40:35
2025-03-11,Radiologic Technologist I,Diagnostic Radiology,"Santa Cruz, CA",76160622784,https://www.commonspirit.careers/job/santa-cruz/radiologic-technologist-i/35300/76160622784,11:40:35
2025-03-11,PATIENT REGISTRATION REP,Patient Registration,"Santa Maria, Santa Barbara, CA",72186402496,https://www.commonspirit.careers/job/santa-maria/patient-registration-rep/35300/72186402496,11:40:36
2025-03-11,Phlebotomist,Clinical Laboratory Services,"Stockton, CA",71418260576,https://www.commonspirit.careers/job/stockton/phlebotomist/35300/71418260576,11:40:36
2025-03-11,Instrument Technician,Central Sterilization,"Carmichael, CA",78531706336,https://www.commonspirit.careers/job/carmichael/instrument-technician/35300/78531706336,11:40:37
2025-03-11,Executive Coordinator,Philanthropy / Foundation,"Santa Cruz, CA",78527172048,https://www.commonspirit.careers/job/santa-cruz/executive-coordinator/35300/78527172048,11:40:37
2025-03-11,Clinical Dietitian I,Nutrition Services,"Redwood City, CA",78527171856,https://www.commonspirit.careers/job/redwood-city/clinical-dietitian-i/35300/78527171856,11:40:37
2025-03-11,RN Cardiac Telemetry Unit,Cardiac Telemetry,"Merced, CA",73282851376,https://www.commonspirit.careers/job/merced/rn-cardiac-telemetry-unit/35300/73282851376,11:40:37
2025-03-11,Surgical Tech Certified,Surgery,"Stockton, CA",78075317824,https://www.commonspirit.careers/job/stockton/surgical-tech-certified/35300/78075317824,11:40:37
2025-03-11,Room Support,Surgery,"Stockton, CA",77665164608,https://www.commonspirit.careers/job/stockton/room-support/35300/77665164608,11:40:37
2025-03-11,RN III Telemetry 3N,Telemetry,"Oxnard, CA",78364708800,https://www.commonspirit.careers/job/oxnard/rn-iii-telemetry-3n/35300/78364708800,11:40:37
2025-03-11,RN III Outpatient Surgery,Outpatient Surgery,"Oxnard, CA",78364708720,https://www.commonspirit.careers/job/oxnard/rn-iii-outpatient-surgery/35300/78364708720,11:40:37
2025-03-11,RN III Telemetry,Telemetry,"Camarillo, CA",77228980784,https://www.commonspirit.careers/job/camarillo/rn-iii-telemetry/35300/77228980784,11:40:37
2025-03-11,Nurse Shift Manager Rehab,Physical Rehabilitation Care,"Oxnard, CA",76919228960,https://www.commonspirit.careers/job/oxnard/nurse-shift-manager-rehab/35300/76919228960,11:40:37
2025-03-11,RN II Telemetry 3N,Telemetry,"Oxnard, CA",76652991760,https://www.commonspirit.careers/job/oxnard/rn-ii-telemetry-3n/35300/76652991760,11:40:37
2025-03-11,RN III ICU,Medical / Surgical ICU,"Oxnard, CA",76055803856,https://www.commonspirit.careers/job/oxnard/rn-iii-icu/35300/76055803856,11:40:37
2025-03-11,RN II Med Surg Telemetry 3S,Medical / Surgical / Telemetry,"Oxnard, CA",75705777648,https://www.commonspirit.careers/job/oxnard/rn-ii-med-surg-telemetry-3s/35300/75705777648,11:40:37
2025-03-11,RN House Supervisor,Nursing Administration,"Oxnard, CA",74694812912,https://www.commonspirit.careers/job/oxnard/rn-house-supervisor/35300/74694812912,11:40:39
2025-03-11,RN II FSP Telemetry,Nursing Administration,"Oxnard, CA",74077121456,https://www.commonspirit.careers/job/oxnard/rn-ii-fsp-telemetry/35300/74077121456,11:40:39
2025-03-11,RN II FSP Telemetry,Nursing Administration,"Oxnard, CA",74077121440,https://www.commonspirit.careers/job/oxnard/rn-ii-fsp-telemetry/35300/74077121440,11:40:39
2025-03-11,RN II Labor & Delivery,Labor And Delivery Services,"Oxnard, CA",73916000672,https://www.commonspirit.careers/job/oxnard/rn-ii-labor-and-delivery/35300/73916000672,11:40:39
2025-03-11,RN III Obstetrics,Obstetrics Acute,"Oxnard, CA",70931829568,https://www.commonspirit.careers/job/oxnard/rn-iii-obstetrics/35300/70931829568,11:40:39
2025-03-11,RN II Obstetrics Acute,Obstetrics Acute,"Oxnard, CA",70931829488,https://www.commonspirit.careers/job/oxnard/rn-ii-obstetrics-acute/35300/70931829488,11:40:39
2025-03-11,RN III Obstetrics,Obstetrics Acute,"Oxnard, CA",67424490720,https://www.commonspirit.careers/job/oxnard/rn-iii-obstetrics/35300/67424490720,11:40:39
2025-03-11,RN III Labor and Delivery,Labor And Delivery Services,"Oxnard, CA",65593938544,https://www.commonspirit.careers/job/oxnard/rn-iii-labor-and-delivery/35300/65593938544,11:40:39
2025-03-11,RN II Labor & Delivery,Labor And Delivery Services,"Oxnard, CA",62637814080,https://www.commonspirit.careers/job/oxnard/rn-ii-labor-and-delivery/35300/62637814080,11:40:39
2025-03-11,RN IV Clinical Education Coordinator,Labor And Delivery Services,"Oxnard, CA",59912906144,https://www.commonspirit.careers/job/oxnard/rn-iv-clinical-education-coordinator/35300/59912906144,11:40:39
2025-03-11,RN Med Surg ICU,Medical / Surgical ICU,"Red Bluff, CA",78411145728,https://www.commonspirit.careers/job/red-bluff/rn-med-surg-icu/35300/78411145728,11:40:39
2025-03-11,Physical Therapist II - PD,Physical Therapy,"Oxnard, CA",78411145712,https://www.commonspirit.careers/job/oxnard/physical-therapist-ii-pd/35300/78411145712,11:40:39
2025-03-11,Room Support,Surgery,"Stockton, CA",78407837088,https://www.commonspirit.careers/job/stockton/room-support/35300/78407837088,11:40:39
2025-03-11,Lab Assistant,Clinical Laboratory Services,"Camarillo, CA",78411144832,https://www.commonspirit.careers/job/camarillo/lab-assistant/35300/78411144832,11:40:39
2025-03-11,RN Med/Surg Acute,Medical / Surgical Acute,"Red Bluff, CA",78411142656,https://www.commonspirit.careers/job/red-bluff/rn-med-surg-acute/35300/78411142656,11:40:40
2025-03-11,CNA Patient Care Assistant,Telemetry,"Glendale, Los Angeles, CA",70921374192,https://www.commonspirit.careers/job/glendale/cna-patient-care-assistant/35300/70921374192,11:40:41
2025-03-11,Medical Social Worker Assistant,Medical Social Services-HHA,"Redding, CA",78407837536,https://www.commonspirit.careers/job/redding/medical-social-worker-assistant/35300/78407837536,11:40:41
2025-03-11,RN II Telemetry 2S,Telemetry,"Oxnard, CA",78403121136,https://www.commonspirit.careers/job/oxnard/rn-ii-telemetry-2s/35300/78403121136,11:40:41
2025-03-11,Front Office Patient Coordinator,Outpatient Physical Therapy,"Redwood City, CA",78407837280,https://www.commonspirit.careers/job/redwood-city/front-office-patient-coordinator/35300/78407837280,11:40:41
2025-03-11,Respiratory Therapy Coordinator,Respiratory Therapy,"Redwood City, CA",78407837248,https://www.commonspirit.careers/job/redwood-city/respiratory-therapy-coordinator/35300/78407837248,11:40:41
2025-03-11,Senior Surgical Technician,Surgery,"Redwood City, CA",78407837184,https://www.commonspirit.careers/job/redwood-city/senior-surgical-technician/35300/78407837184,11:40:41
2025-03-11,CS Equipment Tech,Central Sterilization,"Redding, CA",78407836464,https://www.commonspirit.careers/job/redding/cs-equipment-tech/35300/78407836464,11:40:41
2025-03-11,CS Equipment Tech,Central Sterilization,"Redding, CA",78407836416,https://www.commonspirit.careers/job/redding/cs-equipment-tech/35300/78407836416,11:40:42
2025-03-11,RN Surgery,Surgery,"Redding, CA",78407836368,https://www.commonspirit.careers/job/redding/rn-surgery/35300/78407836368,11:40:42
2025-03-11,RN III Telemetry 2S,Telemetry,"Oxnard, CA",77376187824,https://www.commonspirit.careers/job/oxnard/rn-iii-telemetry-2s/35300/77376187824,11:40:42
2025-03-11,RN II Emergency Services,Emergency Services,"Oxnard, CA",77754791536,https://www.commonspirit.careers/job/oxnard/rn-ii-emergency-services/35300/77754791536,11:40:42
2025-03-11,RN III Physical Rehab,Physical Rehabilitation Care,"Oxnard, CA",74843202880,https://www.commonspirit.careers/job/oxnard/rn-iii-physical-rehab/35300/74843202880,11:40:42
2025-03-11,RN III Emergency Services,Emergency Services,"Oxnard, CA",73553142032,https://www.commonspirit.careers/job/oxnard/rn-iii-emergency-services/35300/73553142032,11:40:42
2025-03-11,RN First Assistant Surgery,Surgery,"Oxnard, CA",72138220096,https://www.commonspirit.careers/job/oxnard/rn-first-assistant-surgery/35300/72138220096,11:40:42
2025-03-11,RN II Telemetry 2S,Telemetry,"Oxnard, CA",71742283168,https://www.commonspirit.careers/job/oxnard/rn-ii-telemetry-2s/35300/71742283168,11:40:42
2025-03-11,RN Care Coordinator,Care Coordination,"Oxnard, CA",68290967024,https://www.commonspirit.careers/job/oxnard/rn-care-coordinator/35300/68290967024,11:40:44
2025-03-11,Echo Tech,Electrocardiology,"Stockton, CA",78403120208,https://www.commonspirit.careers/job/stockton/echo-tech/35300/78403120208,11:40:44
2025-03-11,RN Care Coordinator,Care Coordination,"Grass Valley, CA",78403118368,https://www.commonspirit.careers/job/grass-valley/rn-care-coordinator/35300/78403118368,11:40:44
2025-03-11,RN Care Coordinator,Care Coordination,"Grass Valley, CA",78403118320,https://www.commonspirit.careers/job/grass-valley/rn-care-coordinator/35300/78403118320,11:40:44
2025-03-11,RN Medical Surgical Telemetry,Medical / Surgical 2 West,"Bakersfield, CA",78403113872,https://www.commonspirit.careers/job/bakersfield/rn-medical-surgical-telemetry/35300/78403113872,11:40:44
2025-03-11,RN Medical Surgical Telemetry,Medical / Surgical 2 West,"Bakersfield, CA",78403113824,https://www.commonspirit.careers/job/bakersfield/rn-medical-surgical-telemetry/35300/78403113824,11:40:44
2025-03-11,Security Officer,Security,"Bakersfield, CA",77899471264,https://www.commonspirit.careers/job/bakersfield/security-officer/35300/77899471264,11:40:44
2025-03-11,Physical Therapist,Rehab Services PT / OT / Speech,"Carmichael, CA",76411059664,https://www.commonspirit.careers/job/carmichael/physical-therapist/35300/76411059664,11:40:44
2025-03-11,Physical Therapist,Acute Inpatient Physical Therapy,"Sacramento, CA",73349467248,https://www.commonspirit.careers/job/sacramento/physical-therapist/35300/73349467248,11:40:44
2025-03-11,Data Analyst,Community Health Initiatives,"Northridge, CA",78275339920,https://www.commonspirit.careers/job/northridge/data-analyst/35300/78275339920,11:40:44
2025-03-11,CERTIFIED PHLEBOTOMIST,Clinical Laboratory Services,"Arroyo Grande, San Luis Obispo, CA",78398520512,https://www.commonspirit.careers/job/arroyo-grande/certified-phlebotomist/35300/78398520512,11:40:44
2025-03-11,Temporary Stationary Engineer,Plant Maintenance,"Sacramento, CA",78398518576,https://www.commonspirit.careers/job/sacramento/temporary-stationary-engineer/35300/78398518576,11:40:44
