Timestamp,Title,URL,Location,Setting,Date Posted,Scrape Date,Scrape Day
10:55:10,Nursing Attendant,https://www.kaiserpermanentejobs.org/job/anaheim/nursing-attendant/641/78407451392,"Anaheim, California",- Onsite -,03/07/2025,03102025,Mon
10:55:10,Nursing Attendant,https://www.kaiserpermanentejobs.org/job/irvine/nursing-attendant/641/78410928752,"Irvine, California",- Onsite -,03/07/2025,03102025,Mon
10:55:10,Nursing Attendant,https://www.kaiserpermanentejobs.org/job/irvine/nursing-attendant/641/78410928688,"Irvine, California",- Onsite -,03/07/2025,03102025,Mon
10:55:10,Clinical Consultant VI - Medicare Portfolio Oversight,https://www.kaiserpermanentejobs.org/job/pasadena/clinical-consultant-vi-medicare-portfolio-oversight/641/77759150928,"Pasadena, California",- Flexible -,02/21/2025,03102025,Mon
10:55:10,"Communications Consultant IV, Public Relations and Media Relations",https://www.kaiserpermanentejobs.org/job/oakland/communications-consultant-iv-public-relations-and-media-relations/641/77668546416,"Oakland, California",- Flexible -,02/23/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), Downey (Full Time)",https://www.kaiserpermanentejobs.org/job/downey/certified-registered-nurse-anesthetist-crna-downey-full-time/641/77892788096,"Downey, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)",https://www.kaiserpermanentejobs.org/job/san-diego/certified-registered-nurse-anesthetist-crna-san-diego-full-time/641/77884623872,"San Diego, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)",https://www.kaiserpermanentejobs.org/job/san-diego/certified-registered-nurse-anesthetist-crna-san-diego-full-time/641/77884623840,"San Diego, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), Downey (Full Time)",https://www.kaiserpermanentejobs.org/job/downey/certified-registered-nurse-anesthetist-crna-downey-full-time/641/77892788048,"Downey, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)",https://www.kaiserpermanentejobs.org/job/san-diego/certified-registered-nurse-anesthetist-crna-san-diego-full-time/641/77892788016,"San Diego, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,"Financial Planning & Analysis Analyst III, Medical Financial Operations",https://www.kaiserpermanentejobs.org/job/vallejo/financial-planning-and-analysis-analyst-iii-medical-financial-operations/641/77759150496,"Vallejo, California",- Flexible -,02/21/2025,03102025,Mon
10:55:11,"Lic. Masters Mental Health Professional - Child Psychiatry - LCSW, LMFT, LPCC",https://www.kaiserpermanentejobs.org/job/gilroy/lic-masters-mental-health-professional-child-psychiatry-lcsw-lmft-lpcc/641/77867632544,"Gilroy, California",- Onsite -,02/26/2025,03102025,Mon
10:55:11,LVN -Outpatient- Lvl II - Fontana Med Center - Urology-Regular Clinic - On Call,https://www.kaiserpermanentejobs.org/job/fontana/lvn-outpatient-lvl-ii-fontana-med-center-urology-regular-clinic-on-call/641/77752921296,"Fontana, California",- Onsite -,02/21/2025,03102025,Mon
10:55:11,CT Technologist- 40 hours,https://www.kaiserpermanentejobs.org/job/redwood-city/ct-technologist-40-hours/641/77747621920,"Redwood City, California",- Onsite -,02/21/2025,03102025,Mon
10:55:11,Sp Unit Staff RN - LABOR & DELIVERY,https://www.kaiserpermanentejobs.org/job/san-marcos/sp-unit-staff-rn-labor-and-delivery/641/77730166368,"San Marcos, California",- Onsite -,02/21/2025,03102025,Mon
10:55:11,"Undergrad Intern, Digital Technologies",https://www.kaiserpermanentejobs.org/job/pleasanton/undergrad-intern-digital-technologies/641/77720850000,"Pleasanton, California",- Flexible -,02/20/2025,03102025,Mon
10:55:11,Nursing Attendant,https://www.kaiserpermanentejobs.org/job/irvine/nursing-attendant/641/77892785664,"Irvine, California",- Onsite -,02/24/2025,03102025,Mon
10:55:11,Pharmacist in Charge-Name On Pharmacist License,https://www.kaiserpermanentejobs.org/job/indio/pharmacist-in-charge-name-on-pharmacist-license/641/78415546096,"Indio, California",- Onsite -,03/07/2025,03102025,Mon
10:55:11,"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)",https://www.kaiserpermanentejobs.org/job/los-angeles/graduate-registered-nurse-anesthetist-grna-los-angeles-full-time/641/77716084832,"Los Angeles, California",- Onsite -,02/20/2025,03102025,Mon
10:55:11,"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)",https://www.kaiserpermanentejobs.org/job/san-diego/certified-registered-nurse-anesthetist-crna-san-diego-full-time/641/77716084704,"San Diego, California",- Onsite -,02/20/2025,03102025,Mon
10:55:12,CRNA - Santa Clara - 32 hour,https://www.kaiserpermanentejobs.org/job/santa-clara/crna-santa-clara-32-hour/641/77259985056,"Santa Clara, California",- Onsite -,02/11/2025,03102025,Mon
10:55:12,RN MCH Clinical Consultant V (Perinatal),https://www.kaiserpermanentejobs.org/job/pasadena/rn-mch-clinical-consultant-v-perinatal/641/78410920624,"Pasadena, California",- Remote -,03/07/2025,03102025,Mon
10:55:12,Account Management Associate II,https://www.kaiserpermanentejobs.org/job/san-mateo/account-management-associate-ii/641/77892781152,"San Mateo, California",- Remote -,02/24/2025,03102025,Mon
10:55:12,Account Manager III,https://www.kaiserpermanentejobs.org/job/pasadena/account-manager-iii/641/77423846992,"Pasadena, California",- Remote -,02/14/2025,03102025,Mon
10:55:12,"Program Manager IV, Strategy Execution - Labor Strategy",https://www.kaiserpermanentejobs.org/job/pleasanton/program-manager-iv-strategy-execution-labor-strategy/641/77406785088,"Pleasanton, California",- Remote -,02/14/2025,03102025,Mon
10:55:12,LVN II - On Call - West LA Med Ctr - Message Nurse,https://www.kaiserpermanentejobs.org/job/los-angeles/lvn-ii-on-call-west-la-med-ctr-message-nurse/641/77389554528,"Los Angeles, California",- Onsite -,02/13/2025,03102025,Mon
10:55:12,Sp Unit Staff RN - LABOR & DELIVERY,https://www.kaiserpermanentejobs.org/job/riverside/sp-unit-staff-rn-labor-and-delivery/641/77360118112,"Riverside, California",- Onsite -,03/05/2025,03102025,Mon
10:55:12,Housekeeping Attendant,https://www.kaiserpermanentejobs.org/job/moreno-valley/housekeeping-attendant/641/78410918080,"Moreno Valley, California",- Onsite -,03/07/2025,03102025,Mon
10:55:12,Nurse Practitioner / Physician Assistant - Cardiology,https://www.kaiserpermanentejobs.org/job/san-diego/nurse-practitioner-physician-assistant-cardiology/641/77720837200,"San Diego, California",- Onsite -,02/20/2025,03102025,Mon
10:55:12,Per Diem Clinical Lab Scientist,https://www.kaiserpermanentejobs.org/job/san-marcos/per-diem-clinical-lab-scientist/641/77378436544,"San Marcos, California",- Onsite -,02/13/2025,03102025,Mon
10:55:12,Medical Assistant (Bilingual Cantonese) - 40 hours per week - San Francisco (Ellis Street),https://www.kaiserpermanentejobs.org/job/san-francisco/medical-assistant-bilingual-cantonese-40-hours-per-week-san-francisco-ellis-street/641/77429024560,"San Francisco, California",- Onsite -,02/14/2025,03102025,Mon
10:55:12,LVN -Outpatient- Lvl II - VICTORVILLE MOB 1 - Family Medicine-Regular Clinic - On Call,https://www.kaiserpermanentejobs.org/job/victorville/lvn-outpatient-lvl-ii-victorville-mob-1-family-medicine-regular-clinic-on-call/641/77435073040,"Victorville, California",- Onsite -,02/14/2025,03102025,Mon
10:55:12,Registered Dietitian I,https://www.kaiserpermanentejobs.org/job/santa-clara/registered-dietitian-i/641/77331707296,"Santa Clara, California",- Onsite -,02/12/2025,03102025,Mon
10:55:12,Sp Unit Staff RN - NICU/Downey,https://www.kaiserpermanentejobs.org/job/downey/sp-unit-staff-rn-nicu-downey/641/77720833536,"Downey, California",- Onsite -,02/20/2025,03102025,Mon
10:55:12,"Assistant Nurse Manager, Main OR",https://www.kaiserpermanentejobs.org/job/santa-clara/assistant-nurse-manager-main-or/641/78410916064,"Santa Clara, California",- Onsite -,03/07/2025,03102025,Mon
10:55:13,Psychologist-Depression Care,https://www.kaiserpermanentejobs.org/job/roseville/psychologist-depression-care/641/77245270272,"Roseville, California",- Flexible -,03/07/2025,03102025,Mon
10:55:13,LVN - ZION MEDICAL CENTER - Employee Health Svcs - Full Time,https://www.kaiserpermanentejobs.org/job/san-diego/lvn-zion-medical-center-employee-health-svcs-full-time/641/77351127040,"San Diego, California",- Onsite -,02/12/2025,03102025,Mon
10:55:13,MRI Technologist II - On Call,https://www.kaiserpermanentejobs.org/job/oakland/mri-technologist-ii-on-call/641/77300979360,"Oakland, California",- Onsite -,02/11/2025,03102025,Mon
10:55:13,Pharmacy Assistant (Bilingual) FT,https://www.kaiserpermanentejobs.org/job/los-angeles/pharmacy-assistant-bilingual-ft/641/77337055152,"Los Angeles, California",- Onsite -,02/12/2025,03102025,Mon
10:55:13,Pharmacy Technician Outpatient,https://www.kaiserpermanentejobs.org/job/livermore/pharmacy-technician-outpatient/641/77759137824,"Livermore, California",- Onsite -,02/21/2025,03102025,Mon
10:55:13,Senior IT Engineer Applications,https://www.kaiserpermanentejobs.org/job/pleasanton/senior-it-engineer-applications/641/77393027040,"Pleasanton, California",- Flexible -,02/13/2025,03102025,Mon
10:55:13,Inpatient Pharmacist Specialist - Part Time,https://www.kaiserpermanentejobs.org/job/fontana/inpatient-pharmacist-specialist-part-time/641/78415522736,"Fontana, California",- Onsite -,03/08/2025,03102025,Mon
10:55:13,Supply Chain Technician (On-Call),https://www.kaiserpermanentejobs.org/job/dublin/supply-chain-technician-on-call/641/78415520816,"Dublin, California",- Onsite -,03/08/2025,03102025,Mon
10:55:13,Pharmacy Technician Outpatient,https://www.kaiserpermanentejobs.org/job/san-francisco/pharmacy-technician-outpatient/641/77343084064,"San Francisco, California",- Onsite -,02/12/2025,03102025,Mon
10:55:13,"Nurse Practitioner II / Physician Assistant II - Neurosurgery, Per Diem (Fontana)",https://www.kaiserpermanentejobs.org/job/fontana/nurse-practitioner-ii-physician-assistant-ii-neurosurgery-per-diem-fontana/641/77720812240,"Fontana, California",- Onsite -,02/20/2025,03102025,Mon
10:55:13,Medical Equipment Planner III,https://www.kaiserpermanentejobs.org/job/oakland/medical-equipment-planner-iii/641/75525026528,"Oakland, California",- Flexible -,02/20/2025,03102025,Mon
10:55:13,LVN -Outpatient- Lvl II - Rancho Cucamonga MOB - Family Medicine-Regular Clinic - Part Time,https://www.kaiserpermanentejobs.org/job/rancho-cucamonga/lvn-outpatient-lvl-ii-rancho-cucamonga-mob-family-medicine-regular-clinic-part-time/641/77435053104,"Rancho Cucamonga, California",- Onsite -,02/14/2025,03102025,Mon
10:55:13,Nurse Practitioner/ Physician Assistant - Hepatology,https://www.kaiserpermanentejobs.org/job/riverside/nurse-practitioner-physician-assistant-hepatology/641/74743280720,"Riverside, California",- Onsite -,02/20/2025,03102025,Mon
10:55:13,"Diagnostic Imaging Technologist-Radiologist II - Per Diem, Evening Shift - Baldwin Park",https://www.kaiserpermanentejobs.org/job/baldwin-park/diagnostic-imaging-technologist-radiologist-ii-per-diem-evening-shift-baldwin-park/641/77884562800,"Baldwin Park, California",- Onsite -,02/24/2025,03102025,Mon
10:55:13,Respiratory Care Practitioner II Registered,https://www.kaiserpermanentejobs.org/job/redwood-city/respiratory-care-practitioner-ii-registered/641/74645895808,"Redwood City, California",- Onsite -,02/24/2025,03102025,Mon
10:55:14,Medical Equipment Planner III,https://www.kaiserpermanentejobs.org/job/oakland/medical-equipment-planner-iii/641/74488639936,"Oakland, California",- Remote -,02/24/2025,03102025,Mon
10:55:14,Administrative Coordinator III,https://www.kaiserpermanentejobs.org/job/harbor-city/administrative-coordinator-iii/641/74346649152,"Harbor City, California",- Onsite -,03/07/2025,03102025,Mon
10:55:14,Respiratory Care Practitioner II Registered,https://www.kaiserpermanentejobs.org/job/san-leandro/respiratory-care-practitioner-ii-registered/641/77762494896,"San Leandro, California",- Onsite -,02/21/2025,03102025,Mon
10:55:14,Pathology Technician Assistant AA,https://www.kaiserpermanentejobs.org/job/roseville/pathology-technician-assistant-aa/641/72978435680,"Roseville, California",- Onsite -,02/24/2025,03102025,Mon
10:55:14,Staff Nurse II - San Leandro Labor & Delivery (Night/32),https://www.kaiserpermanentejobs.org/job/san-leandro/staff-nurse-ii-san-leandro-labor-and-delivery-night-32/641/71639246496,"San Leandro, California",- Onsite -,02/24/2025,03102025,Mon
10:55:14,Cath Lab Rad Tech- On-call,https://www.kaiserpermanentejobs.org/job/santa-clara/cath-lab-rad-tech-on-call/641/71799169952,"Santa Clara, California",- Onsite -,10/24/2024,03102025,Mon
10:55:14,Anesthesia Technical Assistant,https://www.kaiserpermanentejobs.org/job/santa-rosa/anesthesia-technical-assistant/641/72208242864,"Santa Rosa, California",- Onsite -,03/07/2025,03102025,Mon
10:55:14,LVN III - Downey - Palliative Care - Full time - Day,https://www.kaiserpermanentejobs.org/job/downey/lvn-iii-downey-palliative-care-full-time-day/641/70491908880,"Downey, California",- Onsite -,03/07/2025,03102025,Mon
10:55:14,Home Health RN - LAMC,https://www.kaiserpermanentejobs.org/job/pasadena/home-health-rn-lamc/641/78401131280,"Pasadena, California",- Onsite -,03/07/2025,03102025,Mon
10:55:14,Home Health RN - WLA Area,https://www.kaiserpermanentejobs.org/job/pasadena/home-health-rn-wla-area/641/78401131184,"Pasadena, California",- Onsite -,03/07/2025,03102025,Mon
10:55:14,Licensed Clinical Social Worker - Inpatient Case Manager PRN - Onsite,https://www.kaiserpermanentejobs.org/job/fremont/licensed-clinical-social-worker-inpatient-case-manager-prn-onsite/641/78009204304,"Fremont, California",- Onsite -,03/08/2025,03102025,Mon
10:55:14,LVN III,https://www.kaiserpermanentejobs.org/job/downey/lvn-iii/641/77668536816,"Downey, California",- Onsite -,02/19/2025,03102025,Mon
10:55:14,Nursing Attendant - Downey - On Call Nights,https://www.kaiserpermanentejobs.org/job/downey/nursing-attendant-downey-on-call-nights/641/74130766032,"Downey, California",- Onsite -,03/08/2025,03102025,Mon
10:55:14,Nursing Attendant - Downey - On Call Evenings,https://www.kaiserpermanentejobs.org/job/downey/nursing-attendant-downey-on-call-evenings/641/76654895552,"Downey, California",- Onsite -,03/08/2025,03102025,Mon
10:55:14,Staff RN - Hospital Y1,https://www.kaiserpermanentejobs.org/job/san-diego/staff-rn-hospital-y1/641/78256192400,"San Diego, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Senior Actuarial Associate,https://www.kaiserpermanentejobs.org/job/oakland/senior-actuarial-associate/641/77343094656,"Oakland, California",- Remote -,03/07/2025,03102025,Mon
10:55:15,Level III Staff RN - (Bilingual Spanish) Downey - Gastroenterology - Special Procedures - FT (40),https://www.kaiserpermanentejobs.org/job/downey/level-iii-staff-rn-bilingual-spanish-downey-gastroenterology-special-procedures-ft-40/641/74400905696,"Downey, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Clinical Nurse Specialist RN Adult Medical Surgical/Stroke,https://www.kaiserpermanentejobs.org/job/los-angeles/clinical-nurse-specialist-rn-adult-medical-surgical-stroke/641/74005258736,"Los Angeles, California",N/A,12/16/2024,03102025,Mon
10:55:15,Manager I Behavioral Health Psychology-Emergency Department,https://www.kaiserpermanentejobs.org/job/sacramento/manager-i-behavioral-health-psychology-emergency-department/641/78401132672,"Sacramento, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Manager I Behavioral Health PSW MFT LPCC-Emergency Department,https://www.kaiserpermanentejobs.org/job/sacramento/manager-i-behavioral-health-psw-mft-lpcc-emergency-department/641/78395682896,"Sacramento, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Clinical Program Manager I Behavioral Health Care,https://www.kaiserpermanentejobs.org/job/lomita/clinical-program-manager-i-behavioral-health-care/641/78369250960,"Lomita, California",- Onsite -,03/06/2025,03102025,Mon
10:55:15,Consultant IV,https://www.kaiserpermanentejobs.org/job/los-angeles/consultant-iv/641/78401132208,"Los Angeles, California",- Remote -,03/07/2025,03102025,Mon
10:55:15,Clinical / Service Delivery Technology Specialist II - (Pharmacy Automation),https://www.kaiserpermanentejobs.org/job/downey/clinical-service-delivery-technology-specialist-ii-pharmacy-automation/641/78395681808,"Downey, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Service Unit Department Manager RN - Psychiatry,https://www.kaiserpermanentejobs.org/job/sacramento/service-unit-department-manager-rn-psychiatry/641/78364508400,"Sacramento, California",- Flexible -,03/06/2025,03102025,Mon
10:55:15,"Data Reporting and Analytics Consultant IV, Programming",https://www.kaiserpermanentejobs.org/job/pleasanton/data-reporting-and-analytics-consultant-iv-programming/641/78378343040,"Pleasanton, California",- Remote -,03/07/2025,03102025,Mon
10:55:15,Sterile Processing Technician II,https://www.kaiserpermanentejobs.org/job/los-angeles/sterile-processing-technician-ii/641/78364508064,"Los Angeles, California",- Onsite -,03/06/2025,03102025,Mon
10:55:15,LVN II - On Call - Sunset MOB - Peds,https://www.kaiserpermanentejobs.org/job/los-angeles/lvn-ii-on-call-sunset-mob-peds/641/78395680640,"Los Angeles, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Kitchen Worker,https://www.kaiserpermanentejobs.org/job/downey/kitchen-worker/641/78401131536,"Downey, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,Sterile Processing Technician II,https://www.kaiserpermanentejobs.org/job/los-angeles/sterile-processing-technician-ii/641/78369249776,"Los Angeles, California",- Onsite -,03/07/2025,03102025,Mon
10:55:15,LVN II - On Call - Sunset MOB - Peds,https://www.kaiserpermanentejobs.org/job/los-angeles/lvn-ii-on-call-sunset-mob-peds/641/78395680576,"Los Angeles, California",- Onsite -,03/07/2025,03102025,Mon
10:55:16,Sterile Processing Technician II,https://www.kaiserpermanentejobs.org/job/los-angeles/sterile-processing-technician-ii/641/78369249744,"Los Angeles, California",N/A,03/06/2025,03102025,Mon
10:55:16,Sterile Processing Technician II,https://www.kaiserpermanentejobs.org/job/los-angeles/sterile-processing-technician-ii/641/78364508048,"Los Angeles, California",N/A,03/06/2025,03102025,Mon
10:55:16,Nursing Attendant - Downey - On Call Nights,https://www.kaiserpermanentejobs.org/job/downey/nursing-attendant-downey-on-call-nights/641/78395680496,"Downey, California",- Onsite -,03/07/2025,03102025,Mon
10:55:16,"Quality & Safety Improvement Consultant IV, Clinical Quality Consulting (KFH/HP)",https://www.kaiserpermanentejobs.org/job/woodland-hills/quality-and-safety-improvement-consultant-iv-clinical-quality-consulting-kfh-hp/641/78395680464,"Woodland Hills, California",- Flexible -,03/07/2025,03102025,Mon
10:55:16,Rehabilitation Services Supervisor,https://www.kaiserpermanentejobs.org/job/martinez/rehabilitation-services-supervisor/641/78369249680,"Martinez, California",- Onsite -,03/06/2025,03102025,Mon
10:55:16,Certified Anesthesia Technician,https://www.kaiserpermanentejobs.org/job/los-angeles/certified-anesthesia-technician/641/78364508032,"Los Angeles, California",- Onsite -,03/06/2025,03102025,Mon
10:55:16,LVN - San Marcos Outpatient Med Cntr - Pediatrics-Regular Clinic - Part Time,https://www.kaiserpermanentejobs.org/job/san-marcos/lvn-san-marcos-outpatient-med-cntr-pediatrics-regular-clinic-part-time/641/78364507456,"San Marcos, California",- Onsite -,03/06/2025,03102025,Mon
